CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2019
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"431848 São José do Hortêncio";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"431849 São José do Inhacorá";-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431850 São José do Norte";-;-;-;-;-;1;-;3;-;-;5;1;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;2;-;-;2;1;1;-;-;23
"431860 São José do Ouro";-;-;-;-;-;-;-;2;-;-;3;6;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"431861 São José do Sul";1;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431862 São José dos Ausentes";1;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;13
"431870 São Leopoldo";-;1;-;-;-;3;-;21;-;-;129;118;8;2;-;1;2;-;-;2;-;1;2;-;-;1;1;-;-;26;-;-;5;-;1;-;-;324
"431880 São Lourenço do Sul";-;-;-;-;-;3;-;14;-;-;5;28;-;-;-;2;-;-;1;1;-;-;-;-;-;1;-;-;-;10;-;-;1;-;-;-;-;66
"431890 São Luiz Gonzaga";-;-;-;-;-;2;-;13;-;-;1;72;-;1;-;1;-;-;-;3;-;6;-;-;-;1;-;-;-;12;-;-;1;-;1;-;-;114
"431900 São Marcos";-;-;-;-;-;1;-;4;-;-;8;45;-;-;-;2;-;-;-;2;-;1;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;70
"431910 São Martinho";-;-;-;1;-;-;-;2;-;-;2;2;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;12
"431912 São Martinho da Serra";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431915 São Miguel das Missões";1;-;-;1;-;-;-;3;-;-;1;9;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;7;-;-;-;-;1;-;-;26
"431920 São Nicolau";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;8
"431930 São Paulo das Missões";-;-;-;-;-;-;-;2;-;-;-;5;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;13
"431935 São Pedro da Serra";1;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"431936 São Pedro das Missões";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431937 São Pedro do Butiá";-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
"431940 São Pedro do Sul";2;-;-;-;-;1;-;5;-;-;3;10;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;28
"431950 São Sebastião do Caí";1;-;-;-;-;1;-;5;-;-;3;23;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;42
"431960 São Sepé";1;-;-;1;-;2;-;7;-;-;9;4;-;-;-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;35
"431970 São Valentim";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"431971 São Valentim do Sul";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431973 São Valério do Sul";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"431975 São Vendelino";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431980 São Vicente do Sul";1;-;-;-;-;-;-;4;-;-;-;8;-;-;-;-;1;-;-;1;-;3;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;22
"431990 Sapiranga";-;-;-;-;-;1;-;6;-;-;6;43;-;1;-;1;-;-;2;5;-;5;1;-;-;1;-;-;-;8;-;-;2;-;-;-;-;82
"432000 Sapucaia do Sul";-;-;-;1;-;3;-;11;-;-;39;115;-;1;-;1;-;-;-;2;-;14;1;-;-;1;-;-;-;10;1;-;3;-;1;-;3;207
"432010 Sarandi";-;-;-;-;-;-;-;4;-;-;4;23;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;11;-;-;1;-;-;-;-;48
"432020 Seberi";1;-;-;-;-;-;-;5;-;-;4;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;2;-;1;-;-;23
"432023 Sede Nova";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432026 Segredo";1;-;-;-;-;-;-;2;-;-;1;2;-;-;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;14
"432030 Selbach";1;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"432032 Senador Salgado Filho";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432035 Sentinela do Sul";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432040 Serafina Corrêa";2;-;-;-;-;-;-;5;-;-;3;51;-;1;-;1;-;-;-;2;-;1;-;-;-;1;-;-;-;20;-;-;1;-;-;-;-;88
"432045 Sério";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"432050 Sertão";-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"432055 Sertão Santana";1;-;-;-;-;-;-;2;-;-;3;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"432057 Sete de Setembro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"432060 Severiano de Almeida";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"432065 Silveira Martins";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"432067 Sinimbu";-;-;-;-;-;-;-;3;-;-;4;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;17
"432070 Sobradinho";-;-;-;-;-;-;-;4;-;-;7;23;-;-;-;3;-;-;-;1;-;2;-;-;-;1;-;-;-;6;1;-;-;-;-;-;-;48
"432080 Soledade";-;-;-;-;-;1;-;7;-;-;6;76;-;-;-;1;-;-;-;1;-;8;-;-;-;1;-;-;-;10;-;-;1;-;1;-;-;113
"432085 Tabaí";1;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"432090 Tapejara";1;-;-;-;-;1;-;1;-;-;6;57;-;11;-;1;-;-;-;4;-;6;-;-;-;-;1;-;-;8;1;-;1;-;-;-;-;99
"432100 Tapera";3;-;-;-;-;-;-;4;-;-;11;4;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;28
"432110 Tapes";-;-;-;-;-;1;-;4;-;-;1;12;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;1;27
"432120 Taquara";-;-;-;-;-;2;-;9;-;-;18;52;1;1;-;1;-;-;-;3;-;2;-;-;1;1;-;-;-;13;-;-;4;-;1;-;1;110
"432130 Taquari";-;-;-;-;-;1;-;2;-;-;14;25;-;3;-;1;-;-;-;2;-;7;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;60
"432132 Taquaruçu do Sul";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"432135 Tavares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;5
"432140 Tenente Portela";1;-;-;-;-;1;-;7;-;-;1;21;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;1;-;5;-;-;1;-;-;-;-;43
"432143 Terra de Areia";-;-;-;-;-;-;-;4;-;-;1;9;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;20
"432145 Teutônia";-;-;-;-;-;-;-;7;-;-;11;64;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;5;-;-;1;-;1;-;-;93
"432146 Tio Hugo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"432147 Tiradentes do Sul";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"432149 Toropi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"432150 Torres";1;-;-;-;-;1;-;8;-;-;18;64;-;2;-;1;-;-;-;2;-;-;1;-;-;1;-;-;-;8;1;-;4;-;1;-;-;113
"432160 Tramandaí";-;-;-;-;-;1;-;5;-;-;16;37;-;2;-;1;-;-;-;2;-;3;1;-;-;1;-;-;-;2;-;-;3;-;-;-;-;74
"432162 Travesseiro";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432163 Três Arroios";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"432166 Três Cachoeiras";-;-;-;-;-;-;-;4;-;-;1;3;-;-;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;18
"432170 Três Coroas";-;-;-;-;-;1;-;4;-;-;1;23;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;6;-;-;1;-;1;-;1;43
"432180 Três de Maio";1;-;-;1;-;1;-;7;-;-;14;67;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;101
"432183 Três Forquilhas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"432185 Três Palmeiras";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;7
"432190 Três Passos";1;-;-;1;-;1;-;7;-;-;2;82;-;2;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;15;-;-;1;-;-;-;1;118
"432195 Trindade do Sul";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;10
"432200 Triunfo";-;-;-;-;1;1;-;8;-;-;7;13;-;1;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;12;-;-;1;-;1;-;1;50
"432210 Tucunduva";-;-;-;-;-;-;-;2;-;-;1;9;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;19
"432215 Tunas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"432218 Tupanci do Sul";1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432220 Tupanciretã";1;-;-;-;-;1;-;4;-;-;5;17;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;6;-;-;1;-;-;-;-;39
"432225 Tupandi";-;-;-;-;-;-;-;1;-;-;2;4;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;14
"432230 Tuparendi";1;-;-;-;-;-;-;2;-;-;6;11;-;-;-;1;-;-;-;2;-;1;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;29
"432232 Turuçu";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
"432234 Ubiretama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"432235 União da Serra";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;3
"432237 Unistalda";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"432240 Uruguaiana";-;-;-;-;1;2;-;22;-;-;16;211;-;5;-;1;-;-;3;2;-;4;2;-;-;1;-;-;-;15;2;-;3;-;1;-;-;291
"432250 Vacaria";-;-;-;-;-;1;-;14;-;-;7;80;-;-;-;1;-;-;-;6;-;-;1;-;-;1;-;-;-;18;-;-;1;-;-;-;-;130
"432253 Vale do Sol";1;-;-;-;-;-;-;3;-;-;3;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;15
"432254 Vale Real";1;-;-;-;-;-;-;2;-;-;-;6;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;16
"432252 Vale Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"432255 Vanini";-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432260 Venâncio Aires";3;-;-;-;-;3;-;13;-;-;8;193;-;3;-;1;-;-;-;3;-;12;1;-;-;1;-;-;-;39;-;-;2;-;1;-;-;283
"432270 Vera Cruz";-;-;-;-;-;3;-;-;-;-;1;45;-;1;-;1;-;-;-;3;-;8;-;-;-;1;-;-;-;3;-;-;1;-;-;-;1;68
"432280 Veranópolis";2;-;-;-;-;1;-;6;-;-;7;132;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;13;-;-;-;-;-;-;-;164
"432285 Vespasiano Correa";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"432290 Viadutos";-;-;-;-;-;-;-;1;-;-;1;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"432300 Viamão";-;-;-;-;-;4;-;15;-;-;19;34;-;-;1;1;-;-;-;4;-;3;1;-;-;1;1;2;-;12;2;-;3;-;4;-;-;107
"432310 Vicente Dutra";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"432320 Victor Graeff";-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"432330 Vila Flores";1;-;-;-;1;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"432335 Vila Lângaro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432340 Vila Maria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
"432345 Vila Nova do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;6
"432350 Vista Alegre";1;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"432360 Vista Alegre do Prata";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"432370 Vista Gaúcha";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432375 Vitória das Missões";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"432377 Westfalia";-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"432380 Xangri-lá";-;-;-;-;-;-;-;4;-;-;2;5;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;16
"500020 Água Clara";-;-;-;-;-;-;-;4;-;-;2;5;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"500025 Alcinópolis";-;-;-;-;-;-;-;3;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"500060 Amambai";1;1;-;-;-;-;-;9;-;-;1;25;-;-;-;1;1;-;-;4;-;1;-;-;-;1;-;6;-;10;-;1;-;-;-;-;-;62
"500070 Anastácio";-;-;-;-;-;1;-;8;-;-;2;4;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;23
"500080 Anaurilândia";-;-;-;-;-;-;-;4;-;-;2;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;16
"500085 Angélica";-;-;-;-;-;-;-;4;-;-;-;10;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;18
"500090 Antônio João";-;-;-;-;-;-;-;4;-;-;-;6;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;17
"500100 Aparecida do Taboado";-;1;-;1;-;1;-;7;-;-;11;26;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;55
"500110 Aquidauana";2;1;-;-;1;1;-;14;-;-;8;57;-;-;-;3;-;-;1;2;-;-;-;-;-;2;-;10;-;6;1;-;2;-;2;-;-;113
"500124 Aral Moreira";1;-;-;-;-;-;-;3;-;-;2;-;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;14
"500150 Bandeirantes";-;-;-;-;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"500190 Bataguassu";1;-;-;-;-;1;-;10;-;-;6;26;-;1;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;8;-;-;-;-;-;-;-;57
"500200 Batayporã";-;-;-;-;-;-;-;4;-;-;-;4;-;-;-;-;-;-;-;-;-;3;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"500210 Bela Vista";-;-;-;1;-;1;-;7;-;-;5;11;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;34
"500215 Bodoquena";1;-;-;-;-;-;-;4;-;-;3;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;16
"500220 Bonito";1;-;-;-;-;1;-;7;-;-;4;9;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;30
"500230 Brasilândia";1;1;-;-;-;-;-;6;-;-;1;8;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;2;2;-;-;-;-;-;2;28
"500240 Caarapó";2;1;-;-;-;1;-;5;-;-;6;22;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;3;-;6;-;-;-;-;-;-;-;51
"500260 Camapuã";-;1;-;-;-;1;-;7;-;-;4;16;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;38
"500270 Campo Grande";-;3;1;-;3;6;-;75;-;2;168;596;5;5;6;15;1;-;2;59;-;-;10;-;-;11;7;1;-;115;5;-;16;-;14;2;3;1131
"500280 Caracol";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"500290 Cassilândia";2;1;-;-;-;1;-;11;-;-;4;41;-;2;-;2;-;-;-;2;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;72
"500295 Chapadão do Sul";1;1;-;1;-;1;-;7;-;-;2;38;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;9;2;-;-;-;-;-;2;67
"500310 Corguinho";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;7
"500315 Coronel Sapucaia";1;-;-;1;-;-;-;3;-;-;-;5;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;17
"500320 Corumbá";2;1;-;1;1;3;-;21;-;-;36;40;-;2;-;2;-;-;1;16;-;-;1;-;2;1;-;-;-;23;1;-;3;-;-;-;-;157
"500325 Costa Rica";1;1;-;-;-;1;-;5;-;-;6;26;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;1;-;-;-;1;-;-;49
"500330 Coxim";2;-;-;1;1;1;-;10;-;-;11;30;-;1;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;7;1;-;2;-;-;-;2;73
"500345 Deodápolis";2;1;-;-;-;-;-;4;-;-;1;19;-;1;-;1;-;-;1;-;-;3;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;37
"500348 Dois Irmãos do Buriti";-;-;-;-;-;-;-;5;-;-;-;5;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;2;1;1;-;-;-;-;-;18
"500350 Douradina";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;9
"500370 Dourados";5;1;1;-;1;2;-;33;-;-;68;472;32;1;2;7;-;-;-;8;-;-;1;-;-;2;1;6;-;34;1;-;5;-;3;-;1;687
"500375 Eldorado";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;1;-;2;-;1;1;-;-;-;-;13
"500380 Fátima do Sul";-;-;-;-;-;-;-;7;-;-;4;21;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;39
"500390 Figueirão";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"500400 Glória de Dourados";1;-;-;-;-;-;-;4;-;-;2;23;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;38
"500410 Guia Lopes da Laguna";-;-;-;-;-;-;-;4;-;-;3;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;15
"500430 Iguatemi";1;-;-;-;-;-;-;4;-;-;5;2;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;17
"500440 Inocência";1;1;-;-;-;-;-;4;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;15
"500450 Itaporã";1;1;-;-;-;-;-;8;-;-;2;10;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;28
"500460 Itaquiraí";-;1;-;-;-;-;-;7;-;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;18
"500470 Ivinhema";-;1;-;-;-;-;-;8;-;-;3;55;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;77
"500480 Japorã";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;7
