CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2017
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"260960 Olinda";3;1;-;-;-;2;-;43;-;48;74;-;-;2;3;2;-;-;9;-;-;1;-;2;1;-;-;-;22;1;-;6;-;2;1;-;223
"260970 Orobó";2;1;-;1;-;-;-;10;-;1;-;-;-;-;1;-;-;-;-;-;2;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;22
"260980 Orocó";1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;11
"260990 Ouricuri";1;1;-;-;1;2;-;25;-;6;7;-;-;1;1;-;-;1;2;-;1;-;-;-;2;-;-;-;8;1;-;-;-;1;-;-;61
"261000 Palmares";1;-;-;2;1;-;-;19;-;19;9;-;1;-;3;-;-;-;2;-;-;-;-;-;2;-;-;-;14;-;-;2;-;2;-;-;77
"261010 Palmeirina";-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;8
"261020 Panelas";-;-;-;1;-;1;-;2;-;1;-;-;-;-;-;-;-;1;-;-;7;-;-;-;1;-;-;-;1;-;1;1;-;1;-;-;18
"261030 Paranatama";-;-;-;1;-;1;-;6;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;15
"261040 Parnamirim";1;-;-;-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;14
"261050 Passira";2;1;-;2;-;-;-;14;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;2;1;1;-;-;-;-;31
"261060 Paudalho";2;1;-;2;-;1;-;18;-;4;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;34
"261070 Paulista";2;-;-;3;-;2;-;58;-;34;24;-;-;-;7;-;-;-;5;-;-;1;-;-;1;-;-;-;17;1;1;5;-;1;-;-;162
"261080 Pedra";2;-;-;1;-;1;-;9;-;1;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;21
"261090 Pesqueira";4;-;-;2;-;1;-;17;-;12;5;-;-;-;3;-;-;1;3;-;5;-;-;-;1;-;5;-;1;-;-;1;-;-;-;-;61
"261100 Petrolândia";-;-;-;-;-;1;-;9;-;4;7;-;-;-;2;-;-;-;1;-;1;-;-;-;1;-;2;-;3;-;-;-;-;-;-;-;31
"261110 Petrolina";4;3;1;9;1;3;-;46;1;121;125;3;-;1;7;2;-;1;14;-;-;-;-;-;2;1;-;-;36;2;-;7;-;4;-;-;394
"261120 Poção";1;1;-;1;-;1;-;6;-;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;19
"261130 Pombos";1;-;-;1;-;-;-;9;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;17
"261140 Primavera";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;9
"261150 Quipapá";1;-;-;1;-;1;-;9;-;1;-;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;20
"261153 Quixaba";2;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;9
"261160 Recife";40;2;1;-;-;17;-;157;4;817;891;19;1;32;40;1;-;3;26;-;-;5;6;-;11;8;1;-;188;1;-;33;-;3;4;-;2311
"261170 Riacho das Almas";2;-;-;1;-;-;-;7;-;2;1;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;1;1;-;1;-;-;22
"261180 Ribeirão";1;-;-;1;-;-;-;11;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;2;-;-;1;-;-;-;-;22
"261190 Rio Formoso";-;-;-;-;-;1;-;9;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;15
"261200 Sairé";-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;11
"261210 Salgadinho";1;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;9
"261220 Salgueiro";2;1;-;1;1;1;-;19;-;17;19;-;-;-;2;-;-;1;2;-;-;-;-;-;2;-;1;-;7;-;-;-;-;-;1;-;77
"261230 Saloá";1;-;-;1;-;1;-;8;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;17
"261240 Sanharó";1;1;-;1;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;14
"261245 Santa Cruz";2;-;-;1;-;-;-;6;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"261247 Santa Cruz da Baixa Verde";1;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;10
"261250 Santa Cruz do Capibaribe";2;1;-;1;-;1;-;18;-;8;23;-;-;-;1;-;-;-;3;-;3;1;-;1;1;-;-;-;7;-;-;3;-;1;-;-;75
"261255 Santa Filomena";1;-;-;1;-;-;-;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"261260 Santa Maria da Boa Vista";1;-;-;1;-;1;-;12;-;-;6;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;1;1;-;-;1;-;-;31
"261270 Santa Maria do Cambucá";2;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"261280 Santa Terezinha";4;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;12
"261290 São Benedito do Sul";-;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;8
"261300 São Bento do Una";1;1;-;1;-;-;-;10;-;1;3;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;2;-;-;1;-;1;-;-;25
"261310 São Caitano";1;1;-;1;-;-;-;12;-;1;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;21
"261320 São João";-;1;-;1;-;1;-;11;-;2;2;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;25
"261330 São Joaquim do Monte";1;1;-;1;-;1;-;10;-;1;3;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;26
"261340 São José da Coroa Grande";-;-;-;1;-;1;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;1;-;-;-;-;15
"261350 São José do Belmonte";1;-;-;1;-;1;-;10;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;17
"261360 São José do Egito";3;-;-;1;-;2;-;14;-;4;-;-;-;-;2;-;-;-;5;-;5;-;-;-;1;-;-;-;3;1;-;-;-;-;-;-;41
"261370 São Lourenço da Mata";1;-;-;1;-;1;-;26;-;2;3;-;-;-;2;-;-;-;1;-;1;1;-;-;1;-;-;-;3;-;-;1;-;-;-;-;44
"261380 São Vicente Ferrer";-;1;-;1;-;-;-;8;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;17
"261390 Serra Talhada";3;1;-;-;-;3;-;23;-;37;41;1;2;2;5;-;-;1;-;-;6;-;-;1;2;1;-;-;16;1;-;-;-;1;-;-;147
"261400 Serrita";1;-;-;1;-;1;-;7;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"261410 Sertânia";4;-;-;1;-;1;-;12;-;2;2;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;33
"261420 Sirinhaém";-;-;-;1;-;-;-;9;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;13
"261440 Solidão";2;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;9
"261450 Surubim";2;-;-;3;-;1;-;20;-;6;3;-;1;-;1;-;-;-;2;-;-;1;-;-;1;-;-;-;6;-;-;2;-;-;-;-;49
"261460 Tabira";1;-;-;1;-;1;-;11;-;3;-;-;-;-;2;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;25
"261470 Tacaimbó";1;-;-;1;-;-;-;7;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;15
"261480 Tacaratu";1;-;-;-;-;1;-;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;1;-;1;-;-;-;-;-;17
"261485 Tamandaré";-;-;-;1;-;1;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;14
"261500 Taquaritinga do Norte";2;-;-;1;-;1;-;7;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;19
"261510 Terezinha";1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;11
"261520 Terra Nova";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;9
"261530 Timbaúba";2;1;-;3;-;1;-;21;-;5;7;-;-;-;1;-;-;1;1;-;-;1;-;-;1;-;-;-;8;1;-;1;-;-;-;-;55
"261540 Toritama";-;1;-;1;-;1;-;9;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;20
"261550 Tracunhaém";-;-;-;1;-;-;-;7;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;11
"261560 Trindade";-;1;-;-;-;1;-;14;-;2;1;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;28
"261570 Triunfo";1;-;-;-;-;-;-;6;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;18
"261580 Tupanatinga";1;-;-;1;-;-;-;4;-;2;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;14
"261590 Tuparetama";1;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;9
"261600 Venturosa";-;-;-;-;-;-;-;9;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;17
"261610 Verdejante";2;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;10
"261618 Vertente do Lério";1;-;-;1;-;-;-;4;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"261620 Vertentes";1;-;-;1;-;-;-;6;-;1;3;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;16
"261630 Vicência";1;1;-;1;-;1;-;5;-;2;-;-;1;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;21
"261640 Vitória de Santo Antão";2;1;-;5;-;1;-;41;-;23;37;-;1;-;4;-;-;-;2;-;-;-;-;-;1;-;-;-;12;3;-;4;-;2;1;-;140
"261650 Xexéu";-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;7;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;14
"270010 Água Branca";-;-;-;-;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;1;-;3;-;1;-;-;-;-;-;18
"270020 Anadia";-;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;12
"270030 Arapiraca";2;1;1;-;1;2;-;36;-;38;133;1;1;3;3;1;-;-;-;1;4;-;-;1;1;-;-;-;32;2;-;7;-;1;1;-;273
"270040 Atalaia";-;-;-;1;-;1;-;15;-;4;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;26
"270050 Barra de Santo Antônio";1;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;11
"270060 Barra de São Miguel";-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"270070 Batalha";1;-;-;-;-;1;-;7;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;1;-;-;-;-;18
"270080 Belém";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"270090 Belo Monte";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"270100 Boca da Mata";1;-;-;-;-;1;-;12;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;18
"270110 Branquinha";1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"270120 Cacimbinhas";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;12
"270130 Cajueiro";-;-;-;-;-;1;-;8;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;15
"270135 Campestre";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"270140 Campo Alegre";1;-;-;-;-;1;-;16;-;5;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;28
"270150 Campo Grande";-;-;-;-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"270160 Canapi";1;1;-;-;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"270170 Capela";1;-;-;1;-;1;-;8;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;15
"270180 Carneiros";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"270190 Chã Preta";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"270200 Coité do Nóia";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"270210 Colônia Leopoldina";2;-;-;1;-;2;-;8;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;20
"270220 Coqueiro Seco";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"270230 Coruripe";1;-;-;1;-;1;-;16;-;2;2;-;-;1;1;-;-;-;2;-;-;1;-;-;1;-;-;-;4;-;1;1;-;-;-;-;35
"270235 Craíbas";1;-;-;-;-;1;-;10;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;18
"270240 Delmiro Gouveia";1;-;-;-;-;1;-;15;-;5;7;-;1;-;1;-;-;-;6;-;14;1;-;-;1;-;-;-;2;-;-;1;-;-;-;-;56
"270250 Dois Riachos";1;-;-;1;-;-;-;4;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"270255 Estrela de Alagoas";-;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;15
"270260 Feira Grande";1;-;-;-;-;1;-;8;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;16
"270270 Feliz Deserto";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"270280 Flexeiras";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;8
"270290 Girau do Ponciano";1;-;-;2;-;1;-;13;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;22
"270300 Ibateguara";1;-;-;1;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"270310 Igaci";1;-;-;2;-;1;-;9;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;18
"270320 Igreja Nova";1;-;-;-;-;1;-;11;-;1;-;-;-;-;-;-;-;-;1;-;4;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;23
"270330 Inhapi";1;1;-;-;-;1;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;13
"270340 Jacaré dos Homens";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"270350 Jacuípe";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"270360 Japaratinga";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"270370 Jaramataia";-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"270375 Jequiá da Praia";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;11
"270380 Joaquim Gomes";-;-;-;-;-;1;-;1;-;2;-;-;-;-;1;-;-;-;-;-;7;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;16
"270390 Jundiá";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"270400 Junqueiro";1;-;-;1;-;1;-;8;-;2;-;-;1;-;1;-;-;-;-;-;15;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;33
"270410 Lagoa da Canoa";-;-;-;-;-;1;-;6;-;1;-;-;-;-;-;-;-;-;-;-;10;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;20
"270420 Limoeiro de Anadia";-;-;-;-;-;1;-;10;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;26
"270430 Maceió";3;3;1;-;1;7;-;80;2;264;817;14;4;25;17;4;-;1;18;-;-;2;-;4;2;4;1;-;76;1;-;23;-;1;2;-;1377
"270440 Major Isidoro";-;-;-;-;-;1;-;7;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;13
"270490 Mar Vermelho";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"270450 Maragogi";-;-;-;1;-;1;-;1;-;2;-;-;-;-;-;-;-;1;-;-;10;1;-;-;1;-;-;-;-;1;1;1;-;-;-;-;21
"270460 Maravilha";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"270470 Marechal Deodoro";-;-;-;2;-;1;-;18;-;4;1;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;1;1;1;-;-;-;2;36
"270480 Maribondo";-;-;-;1;-;-;-;6;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;12
"270500 Mata Grande";-;1;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;10
"270510 Matriz de Camaragibe";-;-;-;1;-;1;-;9;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;17
"270520 Messias";-;-;-;-;-;1;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"270530 Minador do Negrão";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"270540 Monteirópolis";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"270550 Murici";-;-;-;-;-;1;-;11;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;17
"270560 Novo Lino";-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"270570 Olho d'Água das Flores";1;-;-;-;-;1;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;14
"270580 Olho d'Água do Casado";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;4
"270590 Olho d'Água Grande";1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"270600 Olivença";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"270610 Ouro Branco";-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;9
"270620 Palestina";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"270630 Palmeira dos Índios";1;1;-;4;-;2;-;23;-;13;24;-;-;-;1;-;-;-;3;-;-;1;-;-;1;-;2;-;11;-;-;1;-;-;-;-;88
"270640 Pão de Açúcar";1;-;-;-;-;1;-;5;-;2;-;-;1;-;-;-;-;-;1;-;8;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;23
"270642 Pariconha";-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;14
"270644 Paripueira";1;-;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"270650 Passo de Camaragibe";1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;5;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;13
"270660 Paulo Jacinto";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;7
"270670 Penedo";-;-;-;2;-;1;-;20;-;12;38;-;1;1;1;-;-;-;2;-;-;1;-;-;1;-;-;-;10;-;-;2;-;-;-;-;92
"270680 Piaçabuçu";1;-;-;1;-;1;1;7;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;18
"270690 Pilar";1;-;-;1;-;1;-;13;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;3;-;-;-;-;-;-;-;23
"270700 Pindoba";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"270710 Piranhas";-;-;-;-;-;1;-;6;-;4;8;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;25
"270720 Poço das Trincheiras";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;15
