CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2014
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"317210 Volta Grande";-;1;-;-;7;2;-;-;2;-;3;-;-;-;-;-;-;1;16
"317220 Wenceslau Braz";1;-;-;-;3;-;-;-;1;-;2;-;1;-;-;-;-;-;8
"320010 Afonso Cláudio";2;4;-;16;19;8;1;-;10;4;17;2;4;1;2;-;15;4;109
"320016 Água Doce do Norte";2;1;-;3;6;3;-;-;3;-;4;-;2;-;1;-;1;-;26
"320013 Águia Branca";-;-;-;1;10;2;-;-;1;-;4;1;1;-;-;-;1;-;21
"320020 Alegre";3;1;-;18;31;8;1;1;10;2;19;3;6;1;1;-;17;-;122
"320030 Alfredo Chaves";2;1;-;5;12;4;2;-;3;2;11;2;2;-;-;-;4;1;51
"320035 Alto Rio Novo";-;-;-;6;8;2;-;-;3;-;3;-;1;-;-;-;-;-;23
"320040 Anchieta";8;5;-;31;48;28;7;2;9;5;45;4;10;-;3;-;18;6;229
"320050 Apiacá";2;1;-;3;6;2;1;2;2;2;6;2;2;-;-;-;3;1;35
"320060 Aracruz";10;7;1;56;74;28;14;13;22;12;81;19;23;3;2;-;57;7;429
"320070 Atilio Vivacqua";1;3;-;8;12;4;1;-;2;1;12;3;2;-;1;-;2;-;52
"320080 Baixo Guandu";3;12;1;16;29;17;2;6;3;3;20;6;3;1;1;-;13;4;140
"320090 Barra de São Francisco";4;3;9;19;28;8;2;7;7;2;26;5;5;1;4;-;14;1;145
"320100 Boa Esperança";1;4;-;10;7;5;1;-;3;-;9;2;1;1;1;-;1;-;46
"320110 Bom Jesus do Norte";3;2;-;6;10;8;-;-;3;3;5;1;1;1;-;-;5;3;51
"320115 Brejetuba";2;-;-;1;12;3;2;-;5;1;5;1;2;-;-;-;1;-;35
"320120 Cachoeiro de Itapemirim";27;28;22;143;225;77;26;33;30;23;118;53;38;15;27;-;190;14;1089
"320130 Cariacica";53;29;9;193;159;61;31;66;35;24;154;93;37;33;10;1;236;46;1270
"320140 Castelo";8;7;-;19;27;13;3;-;6;6;36;-;7;-;2;-;6;2;142
"320150 Colatina";18;23;10;87;118;59;14;23;30;26;119;42;26;6;6;1;166;18;792
"320160 Conceição da Barra";1;2;-;11;16;4;1;-;6;2;11;1;1;-;-;-;2;2;60
"320170 Conceição do Castelo";1;-;-;4;5;4;-;-;1;4;8;2;2;-;-;-;4;-;35
"320180 Divino de São Lourenço";1;-;-;1;5;1;1;-;-;-;3;-;1;-;-;-;-;-;13
"320190 Domingos Martins";7;4;1;24;31;10;2;3;4;6;24;10;6;1;2;-;15;2;152
"320200 Dores do Rio Preto";2;-;-;3;8;1;1;-;3;-;7;-;1;-;-;-;-;1;27
"320210 Ecoporanga";2;2;-;1;11;6;1;-;6;1;14;2;1;-;-;-;1;1;49
"320220 Fundão";2;2;-;6;19;6;1;-;4;1;6;1;3;2;1;-;3;1;58
"320225 Governador Lindenberg";1;7;-;5;7;3;-;-;2;1;6;2;-;-;-;-;-;1;35
"320230 Guaçuí";1;6;-;13;28;19;4;1;3;5;27;-;9;1;2;-;14;3;136
"320240 Guarapari";9;9;6;30;61;35;10;8;12;5;50;25;17;2;-;-;47;27;353
"320245 Ibatiba";-;1;-;14;13;5;2;-;3;1;19;4;1;-;-;-;1;2;66
"320250 Ibiraçu";1;-;-;5;6;1;1;-;2;-;6;-;-;-;-;-;-;1;23
"320255 Ibitirama";-;-;-;2;7;1;1;-;2;-;3;-;1;-;-;-;1;1;19
"320260 Iconha";1;2;-;6;8;4;1;-;3;2;10;-;3;-;-;-;1;2;43
"320265 Irupi";1;1;-;4;11;3;-;-;1;1;9;1;1;-;-;-;-;-;33
"320270 Itaguaçu";1;1;-;5;8;6;1;-;2;1;6;1;3;-;-;-;4;-;39
"320280 Itapemirim";6;4;1;19;40;11;3;1;2;6;21;1;6;-;-;-;3;2;126
"320290 Itarana";1;-;-;1;7;3;1;1;3;1;8;3;1;-;-;-;2;2;34
"320300 Iúna";3;2;-;7;21;6;1;2;6;2;17;1;5;-;-;-;5;4;82
"320305 Jaguaré";2;3;1;19;23;5;1;1;5;3;16;2;9;-;4;-;4;1;99
"320310 Jerônimo Monteiro";1;3;-;9;12;4;-;-;2;2;9;-;1;-;-;-;3;-;46
"320313 João Neiva";1;1;1;11;13;5;-;-;3;2;12;2;2;-;1;-;6;-;60
"320316 Laranja da Terra";-;1;-;3;8;3;-;-;2;1;5;-;1;-;-;-;1;-;25
"320320 Linhares";30;28;10;92;132;42;10;19;26;21;153;24;37;4;8;-;84;35;755
"320330 Mantenópolis";1;-;-;5;10;5;-;-;1;1;8;-;2;-;-;-;-;-;33
"320332 Marataízes";-;3;-;7;14;7;1;-;5;2;15;1;3;-;-;-;2;2;62
"320334 Marechal Floriano";1;2;-;6;12;5;1;1;4;1;9;-;-;1;-;-;1;1;45
"320335 Marilândia";1;2;-;6;9;4;-;-;-;2;13;-;2;-;-;-;-;1;40
"320340 Mimoso do Sul";3;4;-;8;24;10;4;-;6;2;16;3;7;-;1;-;1;2;91
"320350 Montanha";-;2;-;10;19;8;-;-;3;-;13;3;3;-;1;-;3;1;66
"320360 Mucurici";-;3;-;3;10;2;-;-;2;1;3;-;-;-;-;-;-;-;24
"320370 Muniz Freire";2;4;-;1;18;2;2;-;2;3;11;1;3;1;1;-;-;2;53
"320380 Muqui";2;2;-;1;14;3;-;-;1;2;11;-;1;-;-;-;-;-;37
"320390 Nova Venécia";3;8;-;23;24;9;4;1;11;2;32;2;6;-;1;-;6;1;133
"320400 Pancas";-;1;-;1;10;-;-;-;3;1;8;3;1;-;2;-;-;1;31
"320405 Pedro Canário";-;1;-;10;12;5;1;-;1;1;7;3;1;-;1;-;2;2;47
"320410 Pinheiros";1;2;-;4;9;2;-;-;4;2;13;2;1;-;-;-;5;1;46
"320420 Piúma";3;1;-;4;16;3;1;-;5;2;6;1;7;2;-;-;1;2;54
"320425 Ponto Belo";-;-;-;-;7;2;1;-;2;1;2;-;1;-;-;-;1;-;17
"320430 Presidente Kennedy";4;5;-;3;14;10;2;-;4;3;7;-;3;-;-;-;-;2;57
"320435 Rio Bananal";1;2;-;2;11;6;2;-;3;-;16;-;2;-;-;-;-;-;45
"320440 Rio Novo do Sul";-;-;-;5;11;1;-;-;2;-;8;-;1;-;-;-;-;-;28
"320450 Santa Leopoldina";1;1;-;5;7;2;-;-;4;-;2;-;1;-;1;-;-;1;25
"320455 Santa Maria de Jetibá";4;2;1;5;19;10;3;-;11;6;24;3;6;-;1;-;8;5;108
"320460 Santa Teresa";3;4;-;8;22;7;1;2;3;3;24;3;10;-;-;-;10;6;106
"320465 São Domingos do Norte";1;4;-;3;8;2;-;-;-;1;3;-;1;-;-;-;1;1;25
"320470 São Gabriel da Palha";1;8;-;22;22;6;1;-;3;5;23;2;3;-;1;-;1;3;101
"320480 São José do Calçado";5;4;5;5;15;8;1;4;3;4;14;3;2;-;-;-;23;3;99
"320490 São Mateus";16;14;4;51;63;19;7;4;22;9;45;12;16;-;5;-;43;8;338
"320495 São Roque do Canaã";-;2;-;6;8;2;-;-;-;1;6;-;-;-;-;-;-;-;25
"320500 Serra";106;51;56;348;564;144;26;90;34;26;276;147;67;5;35;-;438;27;2440
"320501 Sooretama";1;4;-;4;11;4;-;-;3;-;1;-;1;-;-;-;-;-;29
"320503 Vargem Alta";3;-;-;7;10;-;-;-;8;2;12;1;1;-;1;-;-;1;46
"320506 Venda Nova do Imigrante";2;3;-;7;18;7;2;1;5;3;22;9;7;-;-;-;6;1;93
"320510 Viana";3;3;1;18;41;3;2;1;34;1;20;1;6;2;-;-;3;2;141
"320515 Vila Pavão";-;1;-;-;4;3;-;-;-;1;-;-;-;-;-;-;-;-;9
"320517 Vila Valério";1;1;-;4;10;2;1;-;3;-;4;-;-;-;-;-;-;1;27
"320520 Vila Velha";75;46;16;260;254;184;43;49;31;46;365;107;90;6;30;2;354;33;1991
"320530 Vitória";188;171;61;271;758;250;67;112;66;88;632;247;219;29;43;5;1095;94;4396
"330010 Angra dos Reis";37;22;16;149;228;77;30;33;61;27;191;81;41;6;13;3;128;26;1169
"330015 Aperibé";4;1;-;6;14;8;3;-;3;1;1;4;4;1;1;-;6;4;61
"330020 Araruama";29;8;10;60;166;97;18;19;8;23;43;42;30;8;10;-;105;20;696
"330022 Areal";-;2;-;7;13;12;1;2;4;1;12;2;7;-;1;-;5;3;72
"330023 Armação dos Búzios";2;1;4;30;26;21;6;12;8;4;20;24;9;5;3;-;48;9;232
"330025 Arraial do Cabo";2;4;3;19;33;18;3;9;6;4;13;8;5;2;1;-;14;8;152
"330030 Barra do Piraí";9;7;5;57;63;34;15;15;8;11;70;33;39;7;8;-;96;17;494
"330040 Barra Mansa";14;8;6;131;169;73;35;33;26;29;111;60;63;2;18;-;173;34;985
"330045 Belford Roxo";48;30;11;179;165;89;31;19;6;35;84;89;59;5;16;1;114;45;1026
"330050 Bom Jardim";1;2;4;5;17;9;1;3;5;1;11;13;11;1;2;-;13;4;103
"330060 Bom Jesus do Itabapoana";13;6;-;37;25;35;5;7;9;9;42;10;21;3;3;-;23;9;257
"330070 Cabo Frio";21;7;12;163;141;132;19;40;17;20;93;78;45;13;11;-;145;14;971
"330080 Cachoeiras de Macacu";10;6;7;65;39;23;8;9;5;9;30;18;16;3;4;-;33;5;290
"330090 Cambuci";3;3;1;14;20;3;1;-;4;3;10;5;4;-;1;-;4;1;77
"330100 Campos dos Goytacazes";176;68;33;326;611;403;62;102;11;53;497;193;180;16;43;-;437;87;3298
"330110 Cantagalo";6;2;4;11;17;7;3;2;3;4;23;3;7;1;1;-;8;5;107
"330093 Carapebus";7;1;-;13;23;16;3;-;3;4;19;4;9;1;3;-;13;3;122
"330115 Cardoso Moreira";1;-;-;2;14;10;1;-;2;2;6;3;2;1;1;-;1;1;47
"330120 Carmo";3;4;-;18;26;15;3;1;1;4;18;4;7;2;1;1;19;4;131
"330130 Casimiro de Abreu";8;7;3;28;67;34;3;8;4;9;28;9;10;2;1;-;16;14;251
"330095 Comendador Levy Gasparian";1;-;-;3;12;8;1;1;4;1;10;3;4;3;1;-;8;2;62
"330140 Conceição de Macabu";6;2;-;8;15;11;1;1;3;3;11;2;8;1;-;-;3;5;80
"330150 Cordeiro";2;1;-;16;17;9;4;1;2;3;17;2;9;-;4;-;9;3;99
"330160 Duas Barras";1;-;1;9;14;11;1;-;-;1;13;3;5;-;1;-;6;2;68
"330170 Duque de Caxias";154;81;58;475;965;340;119;193;61;138;324;486;113;29;84;1;687;120;4428
"330180 Engenheiro Paulo de Frontin";2;1;-;14;12;13;2;1;3;4;9;2;9;2;-;-;4;3;81
"330185 Guapimirim";7;4;3;27;38;28;4;8;3;3;7;13;9;4;3;-;26;13;200
"330187 Iguaba Grande";4;1;-;4;19;16;3;1;6;2;9;2;4;-;1;-;3;4;79
"330190 Itaboraí";51;32;19;140;276;77;27;41;31;41;72;73;54;9;13;-;156;31;1143
"330200 Itaguaí";34;28;8;93;135;83;41;33;16;21;80;64;64;8;9;-;99;22;838
"330205 Italva";4;-;-;10;11;9;1;-;-;3;8;-;2;-;1;-;3;5;57
"330210 Itaocara";7;3;-;21;25;16;5;-;5;2;20;2;8;-;-;-;5;5;124
"330220 Itaperuna";22;23;6;108;117;120;25;11;18;27;82;12;33;4;8;-;101;23;740
"330225 Itatiaia";6;2;3;28;35;25;2;9;7;4;20;11;12;3;-;-;26;9;202
"330227 Japeri";11;9;2;29;48;24;5;7;12;8;19;12;16;1;1;-;20;11;235
"330230 Laje do Muriaé";-;2;-;6;7;4;-;-;2;1;2;-;-;-;-;-;1;1;26
"330240 Macaé";102;39;15;194;242;178;47;45;16;42;301;111;87;13;15;-;226;44;1717
"330245 Macuco";4;-;-;5;4;3;-;-;4;2;4;-;1;-;-;-;-;-;27
"330250 Magé";23;13;3;68;140;52;14;14;27;11;84;19;17;3;8;-;61;25;582
"330260 Mangaratiba";7;7;2;36;38;23;7;2;5;3;36;12;19;1;2;-;23;6;229
"330270 Maricá";11;10;3;84;85;42;13;14;19;16;50;47;21;3;8;-;60;20;506
"330280 Mendes";3;4;-;12;18;15;2;-;5;1;23;-;9;-;-;-;11;9;112
"330285 Mesquita";28;17;-;64;188;52;7;62;19;13;30;51;12;2;5;-;41;12;603
"330290 Miguel Pereira";4;5;-;25;22;15;6;5;2;2;18;9;14;-;1;-;17;13;158
"330300 Miracema";4;1;-;28;15;10;2;-;3;2;14;2;7;-;3;-;9;5;105
"330310 Natividade";5;2;-;4;13;9;9;-;2;5;18;3;7;1;1;-;6;5;90
"330320 Nilópolis";31;9;22;77;166;53;9;44;19;18;93;79;24;2;7;-;107;22;782
"330330 Niterói";182;119;107;530;890;397;182;210;71;157;583;327;347;91;125;2;1532;185;6037
"330340 Nova Friburgo";19;10;9;154;103;71;26;29;24;15;140;49;57;13;15;-;134;19;887
"330350 Nova Iguaçu";51;64;37;326;635;189;43;128;43;33;270;236;69;10;54;6;455;86;2735
"330360 Paracambi";9;3;1;25;37;26;4;2;2;4;17;14;29;5;-;-;15;7;200
"330370 Paraíba do Sul";7;10;4;28;63;28;13;6;8;6;33;9;18;2;5;-;43;13;296
"330380 Paraty";5;3;7;15;29;6;2;4;6;3;10;9;8;1;1;-;12;5;126
"330385 Paty do Alferes";2;2;-;5;14;8;4;-;2;1;19;-;4;-;-;-;4;8;73
"330390 Petrópolis";32;22;24;273;196;140;44;54;24;31;153;108;102;22;19;1;350;27;1622
"330395 Pinheiral";5;3;-;11;19;13;2;3;3;6;11;4;9;2;-;-;8;11;110
"330400 Piraí";2;2;2;19;48;18;1;2;10;5;27;5;10;3;2;-;10;7;173
"330410 Porciúncula";5;1;-;9;14;14;3;1;5;3;13;2;6;-;-;-;4;5;85
"330411 Porto Real";8;2;3;7;30;15;7;8;1;4;33;12;10;-;2;-;22;13;177
"330412 Quatis";3;3;-;5;13;7;1;1;5;1;11;3;9;1;1;-;1;4;69
"330414 Queimados";11;7;-;34;53;28;9;4;8;8;33;13;23;1;1;-;37;12;282
"330415 Quissamã";3;4;-;17;36;10;1;2;6;9;7;4;11;-;-;-;1;3;114
"330420 Resende";28;20;13;83;144;91;26;11;13;20;152;25;74;7;10;-;95;17;829
"330430 Rio Bonito";18;6;13;28;71;36;12;5;14;12;63;12;27;2;2;-;37;20;378
"330440 Rio Claro";3;2;1;7;27;8;5;2;3;5;14;1;5;1;-;-;-;5;89
"330450 Rio das Flores";2;2;-;5;11;8;1;1;3;1;13;2;2;-;-;-;4;2;57
"330452 Rio das Ostras";30;5;5;46;111;68;17;7;13;23;71;21;35;1;6;-;31;12;502
"330455 Rio de Janeiro";1165;1214;593;4076;11414;2317;673;993;782;1446;2990;2015;1518;488;737;74;10111;1155;43761
"330460 Santa Maria Madalena";1;2;-;5;8;5;-;-;1;1;7;1;1;-;-;-;1;1;34
"330470 Santo Antônio de Pádua";6;8;-;20;26;16;1;2;5;3;25;2;8;-;-;-;10;17;149
"330480 São Fidélis";10;3;-;12;26;15;-;1;2;3;14;-;5;1;-;-;4;4;100
"330475 São Francisco de Itabapoana";2;3;-;18;30;22;1;-;3;1;23;5;2;-;-;-;4;2;116
"330490 São Gonçalo";108;54;23;245;563;228;77;36;89;96;338;107;153;11;22;1;262;56;2469
"330500 São João da Barra";9;6;-;28;73;30;1;1;5;3;20;4;13;-;1;-;3;3;200
"330510 São João de Meriti";32;14;2;71;171;80;24;26;28;20;67;58;33;4;9;-;72;27;738
"330513 São José de Ubá";2;-;-;5;8;1;2;-;2;1;6;-;1;-;-;-;-;2;30
"330515 São José do Vale do Rio Preto";-;2;1;12;15;11;2;1;3;2;21;4;6;-;-;-;6;3;89
"330520 São Pedro da Aldeia";6;9;1;22;55;19;4;1;9;2;43;7;7;-;1;-;5;12;203
"330530 São Sebastião do Alto";-;2;-;2;7;3;1;-;3;3;6;1;2;-;-;-;1;1;32
"330540 Sapucaia";2;1;-;6;16;9;-;2;5;4;10;-;4;-;-;-;7;3;69
"330550 Saquarema";10;5;3;37;63;25;9;4;8;13;22;6;24;-;1;-;9;3;242
"330555 Seropédica";5;5;-;8;22;20;5;5;9;4;23;2;8;1;-;-;3;5;125
"330560 Silva Jardim";6;3;-;6;26;10;1;-;6;4;6;1;8;2;1;-;3;4;87
"330570 Sumidouro";1;1;-;3;12;5;1;-;1;1;13;3;4;-;-;-;1;3;49
"330575 Tanguá";8;2;-;7;10;3;1;1;5;2;9;-;8;-;-;-;2;6;64
"330580 Teresópolis";11;18;14;122;134;88;11;26;12;11;96;44;26;5;7;2;151;22;800
"330590 Trajano de Moraes";1;-;-;-;9;6;-;-;3;2;8;1;1;-;1;-;1;1;34
"330600 Três Rios";24;8;5;70;110;53;12;15;16;17;65;27;32;7;4;-;47;8;520
"330610 Valença";11;8;2;59;62;50;10;9;4;8;106;18;22;4;4;-;53;15;445
"330615 Varre-Sai";-;2;-;4;8;3;-;-;2;-;5;-;-;-;-;-;-;1;25
"330620 Vassouras";7;3;3;28;86;23;3;4;6;4;43;8;15;1;2;-;24;10;270
"330630 Volta Redonda";37;25;14;216;297;169;32;34;37;45;224;86;101;8;14;1;255;62;1657
"350010 Adamantina";9;6;-;37;49;27;6;7;3;11;28;6;21;-;4;-;21;14;249
"350020 Adolfo";-;2;-;2;3;6;3;-;2;-;3;1;2;-;-;-;-;1;25
"350030 Aguaí";3;4;-;8;10;6;5;1;5;2;9;2;11;2;4;-;8;8;88
"350040 Águas da Prata";1;-;-;7;3;2;1;-;2;-;9;1;1;1;1;-;4;1;34
"350050 Águas de Lindóia";4;1;-;22;16;7;4;-;3;4;10;5;7;2;1;-;7;1;94
"350055 Águas de Santa Bárbara";1;1;-;6;4;3;1;1;1;-;5;1;1;-;1;-;1;-;27
"350060 Águas de São Pedro";-;1;-;4;5;4;1;-;-;-;1;1;1;-;1;-;3;2;24
"350070 Agudos";6;6;-;33;28;30;5;3;6;3;34;12;11;3;2;-;19;15;216
"350075 Alambari";1;-;-;3;5;1;-;1;1;1;4;1;1;1;-;-;-;-;20
"350080 Alfredo Marcondes";1;1;-;-;3;2;-;-;1;-;4;1;1;-;-;-;-;-;14
"350090 Altair";-;-;-;5;6;2;1;1;1;1;3;1;1;-;1;-;1;-;24
"350100 Altinópolis";6;2;-;44;14;9;3;2;4;3;27;6;10;1;1;-;13;6;151
"350110 Alto Alegre";1;3;-;1;7;2;-;-;1;1;6;1;1;-;1;-;1;2;28
"350115 Alumínio";-;1;-;8;9;1;1;2;-;-;11;1;3;1;1;-;4;2;45
"350120 Álvares Florence";1;2;-;1;2;4;1;-;1;-;2;1;2;-;-;-;1;1;19
"350130 Álvares Machado";7;4;1;36;17;8;4;1;3;1;13;3;10;2;-;-;5;5;120
"350140 Álvaro de Carvalho";4;1;-;2;5;1;1;-;1;-;2;1;2;-;-;-;1;-;21
"350150 Alvinlândia";1;-;-;-;2;1;1;1;1;1;2;-;1;-;-;-;-;-;11
"350160 Americana";43;27;12;161;228;97;44;48;10;27;244;95;143;23;21;-;260;92;1575
"350170 Américo Brasiliense";8;11;6;40;106;18;11;-;2;12;20;14;13;1;2;-;43;9;316
"350180 Américo de Campos";-;3;-;3;5;3;1;-;2;-;6;-;2;-;-;-;-;-;25
"350190 Amparo";9;11;-;138;100;28;11;3;17;15;88;17;36;13;3;-;47;21;557
"350200 Analândia";-;1;-;4;5;1;-;1;-;-;5;1;-;-;-;-;-;1;19
"350210 Andradina";13;7;-;45;59;47;10;4;5;11;36;11;38;3;8;-;44;14;355
"350220 Angatuba";1;3;1;11;10;6;1;-;1;1;13;2;3;1;1;-;5;3;63
"350230 Anhembi";1;1;-;4;6;1;-;-;2;1;6;1;1;1;-;-;3;-;28
"350240 Anhumas";-;1;-;1;3;2;1;-;2;-;3;-;1;-;-;-;-;-;14
"350250 Aparecida";4;4;8;21;35;11;4;-;3;1;24;13;7;-;1;-;15;7;158
"350260 Aparecida d'Oeste";-;1;-;1;7;3;1;-;-;1;2;1;2;-;-;-;-;-;19
"350270 Apiaí";2;1;1;14;28;6;1;5;5;1;13;5;3;-;1;-;2;3;91
"350275 Araçariguama";4;1;-;13;16;10;1;1;-;1;10;5;3;1;-;-;13;4;83
"350280 Araçatuba";31;25;1;169;247;89;44;21;36;26;239;36;105;13;23;-;178;45;1328
"350290 Araçoiaba da Serra";3;3;-;26;24;5;2;-;3;-;9;5;13;-;2;-;8;4;107
"350300 Aramina";-;1;-;1;4;3;1;-;2;-;9;1;1;-;-;-;3;-;26
"350310 Arandu";1;2;-;9;7;3;-;-;-;1;5;2;3;-;-;-;5;2;40
"350315 Arapeí";-;1;1;3;5;1;1;1;1;-;5;1;1;-;-;-;-;-;21
"350320 Araraquara";37;66;1;149;287;137;47;29;28;24;347;51;116;16;14;1;188;95;1633
"350330 Araras";11;15;2;126;165;67;13;8;12;8;137;35;45;10;7;-;101;55;817
"350335 Arco-Íris";-;2;-;-;2;2;-;-;-;1;2;-;1;-;-;-;-;-;10
"350340 Arealva";2;2;-;6;10;3;-;1;1;2;8;-;2;-;-;-;1;1;39
"350350 Areias";1;-;-;5;3;1;1;-;1;-;4;1;1;-;-;-;-;1;19
"350360 Areiópolis";2;1;-;-;3;1;1;-;-;-;14;1;-;-;-;-;4;1;28
"350370 Ariranha";1;1;-;6;5;8;2;-;-;-;8;2;5;-;2;-;1;10;51
"350380 Artur Nogueira";6;4;-;11;27;13;3;1;11;3;33;12;12;4;3;-;30;11;184
"350390 Arujá";5;6;2;50;95;20;11;15;-;2;28;20;12;1;8;1;30;4;310
"350395 Aspásia";-;2;-;1;4;2;2;-;-;-;2;1;1;-;-;-;-;1;16
"350400 Assis";24;21;1;139;195;52;19;4;8;15;66;24;68;8;12;-;93;24;773
"350410 Atibaia";12;18;4;136;183;33;21;27;10;17;130;56;58;7;13;-;143;18;886
"350420 Auriflama";2;2;-;13;16;7;2;1;1;2;13;3;3;-;-;-;4;6;75
"350430 Avaí";1;-;-;1;4;1;1;-;2;1;1;1;1;-;-;-;1;1;16
"350440 Avanhandava";3;1;-;1;10;2;-;-;4;1;14;1;3;-;-;-;-;1;41
"350450 Avaré";11;13;3;41;67;26;9;1;9;9;66;8;38;2;6;-;54;18;381
"350460 Bady Bassitt";1;4;-;5;10;7;2;4;4;1;8;2;3;-;-;-;1;2;54
"350470 Balbinos";3;-;-;4;5;1;-;-;1;-;5;1;1;-;-;-;-;-;21
"350480 Bálsamo";-;2;-;7;3;1;1;2;-;1;4;2;3;-;-;-;2;4;32
"350490 Bananal";-;1;1;8;6;5;1;-;3;1;4;9;2;1;2;-;8;1;53
"350500 Barão de Antonina";1;2;-;-;2;1;1;-;1;1;2;2;1;-;-;-;-;1;15
"350510 Barbosa";1;1;-;-;5;2;-;1;2;-;4;1;1;-;-;-;-;-;18
"350520 Bariri";1;2;-;15;28;16;4;-;8;2;23;5;4;1;1;-;12;3;125
"350530 Barra Bonita";3;4;-;22;22;12;7;2;-;3;21;8;10;2;7;-;15;3;141
"350535 Barra do Chapéu";-;1;-;1;3;1;1;-;1;-;1;-;1;-;-;-;-;-;10
"350540 Barra do Turvo";1;1;-;2;10;4;1;1;4;1;3;1;-;-;-;-;1;1;31
"350550 Barretos";40;64;35;127;357;85;18;15;6;21;156;29;43;13;60;-;283;152;1504
"350560 Barrinha";1;1;-;3;15;6;2;3;2;1;10;4;4;-;-;-;12;4;68
"350570 Barueri";26;16;24;413;356;130;50;131;5;21;187;287;86;32;43;1;372;83;2263
"350580 Bastos";1;3;-;6;12;7;4;-;1;2;10;1;2;-;1;-;3;2;55
"350590 Batatais";14;5;1;38;52;36;15;7;6;13;77;13;29;7;3;-;46;30;392
"350600 Bauru";151;60;12;193;684;140;169;43;25;67;334;75;171;15;33;3;336;164;2675
"350610 Bebedouro";15;7;4;23;71;25;11;1;6;8;84;15;36;9;8;1;65;56;445
"350620 Bento de Abreu";-;1;-;-;2;1;-;-;-;1;3;1;-;-;-;-;-;-;9
"350630 Bernardino de Campos";4;3;-;3;8;5;2;-;-;1;8;2;4;1;1;-;3;-;45
"350635 Bertioga";8;5;3;50;48;11;5;14;-;4;30;30;10;2;4;-;28;19;271
"350640 Bilac";-;3;-;10;7;2;1;2;1;2;7;-;2;-;-;-;-;1;38
"350650 Birigui";11;12;-;70;97;37;10;-;16;10;48;11;20;1;1;-;31;6;381
"350660 Biritiba-Mirim";3;2;1;7;17;4;2;5;3;2;20;14;6;1;2;-;11;5;105
"350670 Boa Esperança do Sul";-;2;-;4;13;5;3;-;3;1;10;2;5;-;-;-;3;4;55
"350680 Bocaina";1;3;-;3;6;4;3;-;1;-;5;2;4;-;-;-;-;1;33
"350690 Bofete";-;1;-;1;3;3;1;-;-;-;4;1;2;-;-;-;2;1;19
"350700 Boituva";3;8;-;49;36;14;5;9;-;2;27;7;10;2;4;-;18;6;200
"350710 Bom Jesus dos Perdões";1;1;-;11;13;4;1;2;-;1;11;-;3;-;2;-;4;2;56
"350715 Bom Sucesso de Itararé";-;1;-;-;1;1;1;-;-;-;1;-;1;-;-;-;-;-;6
"350720 Borá";-;1;-;2;2;1;-;-;-;1;3;2;1;-;-;-;-;-;13
"350730 Boracéia";1;2;-;6;3;1;1;-;-;1;2;-;1;-;-;-;-;-;18
"350740 Borborema";1;3;-;6;13;10;1;1;-;4;12;3;4;1;1;-;4;4;68
"350745 Borebi";1;1;-;1;2;1;1;-;1;1;3;-;1;-;-;-;-;-;13
"350750 Botucatu";63;29;2;238;394;100;26;29;14;54;148;79;126;17;15;6;621;117;2078
"350760 Bragança Paulista";16;50;6;191;174;43;20;19;9;26;109;60;45;11;24;2;201;17;1023
"350770 Braúna";-;1;-;1;4;2;1;-;2;1;2;1;1;-;-;-;-;1;17
"350775 Brejo Alegre";1;2;-;-;1;1;-;-;-;1;2;-;2;-;-;-;-;-;10
"350780 Brodowski";3;5;-;20;24;13;5;2;7;-;28;1;10;1;-;-;4;7;130
"350790 Brotas";5;3;1;22;18;14;3;1;1;2;25;3;6;-;-;-;7;10;121
"350800 Buri";1;1;-;8;10;7;1;1;-;-;5;1;1;1;1;-;-;-;38
"350810 Buritama";2;5;-;9;20;8;2;1;1;1;12;1;4;1;1;-;5;5;78
"350820 Buritizal";-;3;-;3;3;3;2;1;1;1;5;2;1;-;-;-;-;1;26
"350830 Cabrália Paulista";-;-;-;2;3;2;-;-;1;-;5;-;1;1;-;-;-;-;15
"350840 Cabreúva";2;7;-;30;15;8;5;3;6;3;15;19;7;3;1;-;6;6;136
"350850 Caçapava";8;8;-;138;68;33;17;21;9;8;85;58;38;5;6;1;69;16;588
"350860 Cachoeira Paulista";3;3;-;14;21;17;10;2;3;5;26;6;12;1;-;-;16;2;141
"350870 Caconde";2;1;-;6;14;9;4;1;3;2;14;3;4;1;1;-;4;7;76
"350880 Cafelândia";5;3;-;7;15;8;9;-;1;4;16;4;8;-;1;-;4;8;93
"350890 Caiabu";-;-;-;1;3;2;-;-;2;-;4;-;1;-;-;-;-;-;13
"350900 Caieiras";11;5;1;70;93;25;10;41;-;4;26;56;23;-;7;-;46;11;429
"350910 Caiuá";4;1;-;1;4;1;-;-;2;-;6;-;2;-;-;-;1;-;22
"350920 Cajamar";3;10;-;47;40;10;6;6;7;4;43;10;17;3;3;-;27;3;239
"350925 Cajati";2;1;-;19;23;6;2;3;4;4;12;1;4;1;1;-;1;4;88
